collection_date,route_id,route_short_name,route_long_name,records,unique_trips,avg_delay_minutes,max_delay_minutes
2026-05-24,32-203,32,32,1445,134,-0.81,22.45
2026-05-24,321-202,321,321,370,30,-2.34,10.883333333333333
2026-05-24,323-221,323,323,774,75,-1.61,10.666666666666666
2026-05-24,324-203,324,324,327,35,3.08,24.5
2026-05-24,325-203,325,325,1162,99,-1.39,11.283333333333331
2026-05-24,326-203,326,326,617,81,-5.69,2.4833333333333334
2026-05-24,33-203,33,33,1879,159,0.82,15.216666666666669
2026-05-24,35-205,35,35,1275,133,-1.52,19.6
2026-05-24,351-205,351,351,308,30,-2.4,5.566666666666666
2026-05-24,352-205,352,352,329,23,-3.29,9.466666666666669
2026-05-24,353-205,353,353,637,76,-1.62,6.65
2026-05-24,355-205,355,355,890,85,-0.85,27.616666666666667
2026-05-24,36-203,36,36,1381,127,-1.54,13.5
2026-05-24,362-203,362,362,730,81,0.61,9.866666666666667
2026-05-24,363-203,363,363,347,39,0.0,5.633333333333334
2026-05-24,364-203,364,364,771,79,-2.0,4.416666666666667
2026-05-24,365-203,365,365,942,86,0.25,16.783333333333335
2026-05-24,366-203,366,366,824,86,0.32,30.883333333333333
2026-05-24,37-203,37,37,1453,142,-1.52,12.4
2026-05-24,372-203,372,372,354,40,0.43,7.816666666666666
2026-05-24,373-203,373,373,251,32,-0.64,4.1
2026-05-24,376-203,376,376,410,40,1.81,12.033333333333331
2026-05-24,377-203,377,377,412,42,-4.65,7.05
2026-05-24,378-203,378,378,236,23,-2.28,10.85
2026-05-24,379-203,379,379,349,36,-2.01,9.516666666666667
2026-05-24,38-203,38,38,1591,158,1.23,17.816666666666666
2026-05-24,39-203,39,39,1465,134,-1.56,27.53333333333333
2026-05-24,391-203,391,391,383,49,0.28,10.383333333333333
2026-05-24,392-203,392,392,427,51,3.92,12.15
2026-05-24,393-203,393,393,360,49,0.38,5.266666666666667
2026-05-24,394-203,394,394,241,25,-1.41,13.583333333333334
2026-05-24,395-203,395,395,27,2,-0.34,3.35
2026-05-24,396-203,396,396,228,18,-0.57,11.883333333333333
2026-05-24,501-217,501,501,321,39,2.69,9.666666666666666
2026-05-24,502-217,502,502,671,62,1.63,17.016666666666666
2026-05-24,50A-217,50A,50A,630,68,-1.96,7.066666666666666
2026-05-24,50B-217,50B,50B,477,50,-0.53,59.91666666666666
2026-05-24,64-202,64,64,1573,186,-1.71,14.483333333333333
2026-05-24,65-202,65,65,1690,161,-0.01,16.083333333333332
2026-05-24,66-203,66,66,1452,141,-1.64,13.083333333333334
2026-05-24,67A-202,67A,67A,1098,92,-2.52,18.433333333333334
2026-05-24,67B-202,67B,67B,566,61,-2.51,7.916666666666667
2026-05-24,68-202,68,68,1181,129,-1.99,41.96666666666667
2026-05-24,70-205,70,70,2672,230,-0.3,48.583333333333336
2026-05-24,711-221,711,711,375,38,0.95,9.0
2026-05-24,712-221,712,712,473,39,-0.75,17.15
2026-05-24,72C-205,72C,72C,755,79,0.57,28.25
2026-05-24,72M-205,72M,72M,642,68,-0.48,16.9
2026-05-24,72X-205,72X,72X,339,18,-4.45,8.95
2026-05-24,733-221,733,733,338,40,-0.28,9.266666666666667
2026-05-24,734-221,734,734,300,40,0.26,8.016666666666667
2026-05-24,735-221,735,735,372,41,-1.38,6.25
2026-05-24,738-221,738,738,285,34,-1.92,2.183333333333333
2026-05-24,739-221,739,739,337,31,0.46,8.4
2026-05-24,74-221,74,74,1475,140,-1.76,40.03333333333333
2026-05-24,744-221,744,744,653,64,-1.0,6.5
2026-05-24,747-221,747,747,654,72,-0.9,11.466666666666669
2026-05-24,75-202,75,75,1810,166,-0.33,89.16666666666667
2026-05-24,751-202,751,751,339,40,-0.13,8.7
2026-05-24,755-202,755,755,617,68,-1.13,8.716666666666667
2026-05-24,76-202,76,76,1386,149,-0.86,13.666666666666666
2026-05-24,774-202,774,774,127,11,-4.13,3.5
2026-05-24,775-202,775,775,169,13,1.57,12.75
2026-05-24,781-202,781,781,608,65,-0.95,45.46666666666667
2026-05-24,782-221,782,782,384,33,-3.96,6.483333333333333
2026-05-24,783-221,783,783,318,33,0.9,20.15
2026-05-24,801-202,801,801,588,66,-0.97,12.183333333333334
2026-05-24,802-202,802,802,87,7,-2.66,3.15
2026-05-24,805-202,805,805,39,6,-6.02,1.55
2026-05-24,806-202,806,806,283,37,0.94,6.383333333333334
2026-05-24,807-202,807,807,294,34,4.05,16.866666666666667
2026-05-24,814-202,814,814,752,83,-0.75,12.533333333333331
2026-05-24,82-202,82,82,1278,142,-1.08,15.066666666666666
2026-05-24,83-203,83,83,1541,143,1.25,14.683333333333334
2026-05-24,842-202,842,842,64,7,0.48,3.316666666666667
2026-05-24,843-202,843,843,603,69,1.6,63.0
2026-05-24,845-203,845,845,228,27,-1.1,11.3
2026-05-24,856-203,856,856,1026,88,1.83,17.566666666666666
2026-05-24,861-203,861,861,849,81,1.4,33.55
2026-05-24,865-203,865,865,623,72,0.39,7.583333333333333
2026-05-24,866-203,866,866,431,39,-1.26,7.166666666666667
2026-05-24,871-202,871,871,769,88,0.16,11.05
2026-05-24,878-203,878,878,672,79,0.17,10.166666666666666
2026-05-24,883-203,883,883,490,65,0.47,7.416666666666667
2026-05-24,884-203,884,884,100,12,-0.19,2.4166666666666665
2026-05-24,885-203,885,885,92,12,0.4,5.1
2026-05-24,888-203,888,888,227,23,-4.28,1.9166666666666667
2026-05-24,889-203,889,889,509,65,-1.78,8.316666666666666
2026-05-24,901-203,901,901,635,75,-0.55,11.55
2026-05-24,902-203,902,902,547,71,-1.22,7.433333333333334
2026-05-24,906-203,906,906,464,47,0.27,15.233333333333333
2026-05-24,907-203,907,907,434,51,-1.62,12.133333333333333
2026-05-24,917-203,917,917,761,69,-0.48,18.616666666666667
2026-05-24,923-202,923,923,758,80,-1.63,10.75
2026-05-24,924-202,924,924,205,18,-3.8,8.216666666666667
2026-05-24,926-203,926,926,588,70,-0.68,6.6
2026-05-24,928-203,928,928,298,34,-0.49,22.4
2026-05-24,931-203,931,931,130,13,-0.61,5.35
2026-05-24,933-203,933,933,289,26,-1.42,9.733333333333333
2026-05-24,933A-202,933,933A,12,1,-7.93,-0.8333333333333334
2026-05-24,939-203,939,939,89,7,-1.24,9.433333333333334
2026-05-24,94-203,94,94,1168,132,0.39,10.066666666666666
2026-05-24,941-203,941,941,740,76,0.1,11.95
2026-05-24,95B-203,95B,95B,781,81,-1.79,20.866666666666667
2026-05-24,95C-203,95C,95C,773,81,-1.64,14.416666666666666
2026-05-24,966-203,966,966,328,32,-4.42,8.466666666666667
2026-05-24,97B-203,97B,97B,772,84,-1.39,14.316666666666666
2026-05-24,97R-203,97R,97R,720,82,-1.5,12.633333333333333
2026-05-24,981-221,981,981,682,82,2.15,19.616666666666667
2026-05-24,982-221,982,982,845,83,-1.06,8.783333333333333
2026-05-24,983-221,983,983,732,71,-1.1,26.75
2026-05-24,984-221,984,984,175,21,0.13,6.666666666666667
2026-05-24,985-221,985,985,637,71,-0.64,6.416666666666667
2026-05-24,986-221,986,986,77,8,-0.16,7.716666666666667
2026-05-24,988-221,988,988,79,9,-5.02,9.5
2026-05-24,989-218,989,989,226,31,-5.03,1.2
2026-05-24,995-203,995,995,305,35,0.83,6.3
2026-05-24,996-203,996,996,59,7,1.19,6.633333333333334
2026-05-24,997-203,997,997,73,6,-2.15,12.866666666666667
2026-05-24,998-203,998,998,204,27,-0.62,5.45
2026-05-24,999-203,999,999,248,31,0.0,33.43333333333333
2026-05-24,AIR-203,AIR,AIR,1376,132,-1.4,8.583333333333334
2026-05-24,CTY-202,CTY,CTY,1460,149,-8.93,24.35
2026-05-24,DEV-209,DEV,DEV,1200,14,-0.01,0.0
2026-05-24,EAST-201,EAST,EAST,5287,158,0.21,95.66666666666669
2026-05-24,GULF-209,GULF,GULF,77,1,0.0,0.0
2026-05-24,INN-202,INN,INN,2312,228,-2.88,11.7
2026-05-24,MTIA-209,MTIA,MTIA,220,5,0.35,3.0
2026-05-24,MTID-241,MTID,MTID,10,1,0.0,0.0
2026-05-24,NX1-203,NX1,NX1,3002,298,0.3,12.866666666666667
2026-05-24,NX2-207,NX2,NX2,2345,232,-2.33,119.78333333333332
2026-05-24,ONE-201,ONE,ONE,3938,110,0.86,74.96666666666667
2026-05-24,OUT-202,OUT,OUT,2115,194,-4.61,14.733333333333333
2026-05-24,RBW-402,RBW,RBW,686,66,1.13,62.11666666666667
2026-05-24,S002-218,,,9,1,3.92,5.916666666666667
2026-05-24,S005-218,,,10,1,-0.61,1.0833333333333333
2026-05-24,S005B-203,,,9,1,1.84,3.966666666666667
2026-05-24,S006-218,,,13,1,-1.66,-0.6666666666666666
2026-05-24,S006A-203,,,13,1,2.03,4.166666666666667
2026-05-24,S006B-203,,,15,1,-13.71,-4.05
2026-05-24,S006C-203,,,24,2,-7.74,0.8
2026-05-24,S007-218,,,2,1,-1.57,-0.1
2026-05-24,S007A-203,,,14,1,2.26,2.833333333333333
2026-05-24,S007F-203,,,21,2,0.76,4.716666666666667
2026-05-24,S008-218,,,14,1,3.02,6.033333333333333
2026-05-24,S008A-203,,,15,1,-10.21,0.5
2026-05-24,S008C-203,,,14,1,-2.61,1.5833333333333333
2026-05-24,S009-203,,,12,1,-10.2,-5.216666666666667
2026-05-24,S009A-218,,,12,1,2.93,3.983333333333333
2026-05-24,S009B-203,,,12,1,-2.97,0.6166666666666667
2026-05-24,S010-218,,,13,1,3.51,9.7
2026-05-24,S010B-202,,,14,1,4.48,5.416666666666667
2026-05-24,S011A-218,,,9,1,-1.95,1.3833333333333333
2026-05-24,S012-218,,,13,1,-0.79,1.6
2026-05-24,S012A-203,,,11,1,2.06,4.35
2026-05-24,S012B-203,,,13,1,5.24,6.55
2026-05-24,S013A-218,,,10,1,-3.66,-0.55
2026-05-24,S013D-203,,,10,1,-5.51,2.033333333333333
2026-05-24,S014A-218,,,9,1,0.31,1.0
2026-05-24,S014H-203,,,12,1,0.93,2.0
2026-05-24,S015A-203,,,10,1,-6.58,-1.4
2026-05-24,S015C-202,,,23,2,-1.06,0.2666666666666666
2026-05-24,S016-202,,,10,1,-3.05,-1.1333333333333333
2026-05-24,S016E-203,,,20,2,2.63,4.666666666666667
2026-05-24,S017-202,,,11,1,-4.67,-3.6166666666666663
2026-05-24,S017A-202,,,15,1,-2.2,-1.2333333333333334
2026-05-24,S017B-218,,,8,1,-1.91,-0.55
2026-05-24,S017F-203,,,31,3,-3.78,1.6333333333333333
2026-05-24,S018-218,,,8,1,-0.71,1.5833333333333333
2026-05-24,S018A-203,,,15,1,-11.56,-1.0333333333333334
2026-05-24,S019-218,,,10,1,-1.75,-0.1
2026-05-24,S019A-218,,,10,1,2.44,3.533333333333333
2026-05-24,S020A-218,,,9,1,-3.57,-0.65
2026-05-24,S020I-203,,,12,1,-5.94,-3.4
2026-05-24,S021-218,,,9,1,-2.95,-0.35
2026-05-24,S022A-218,,,12,1,-1.65,1.0333333333333334
2026-05-24,S022C-203,,,10,1,-4.17,-1.3
2026-05-24,S023-202,,,11,1,1.42,2.583333333333333
2026-05-24,S025A-203,,,13,1,1.14,7.483333333333333
2026-05-24,S025E-218,,,15,1,-0.6,4.283333333333333
2026-05-24,S026D-218,,,13,1,11.1,14.05
2026-05-24,S027-202,,,26,2,-2.44,-1.15
2026-05-24,S027E-218,,,20,2,-5.25,9.9
2026-05-24,S028-202,,,23,2,0.77,3.05
2026-05-24,S028A-218,,,8,1,3.67,4.766666666666667
2026-05-24,S028E-207,,,16,1,2.96,4.2
2026-05-24,S029G-207,,,15,1,9.98,13.666666666666666
2026-05-24,S031-203,,,14,1,-5.8,0.3833333333333333
2026-05-24,S031C-203,,,11,1,-6.74,0.8333333333333334
2026-05-24,S031G-207,,,15,1,-7.21,1.7833333333333334
2026-05-24,S033A-203,,,13,1,-14.77,-0.1833333333333333
2026-05-24,S037-203,,,13,1,-5.83,-0.7333333333333333
2026-05-24,S039-218,,,10,1,-1.18,0.9
2026-05-24,S040-221,,,10,1,-1.02,0.3666666666666666
2026-05-24,S041-203,,,15,1,-0.05,0.9333333333333332
2026-05-24,S041A-203,,,13,1,-4.53,1.0166666666666666
2026-05-24,S042-203,,,14,1,-5.93,0.7666666666666667
2026-05-24,S042C-202,,,12,1,2.04,3.316666666666667
2026-05-24,S043-218,,,19,2,-7.68,-1.8333333333333333
2026-05-24,S044-203,,,9,1,-0.81,0.1
2026-05-24,S045B-221,,,15,1,-15.91,-2.05
2026-05-24,S046D-221,,,17,1,3.34,13.283333333333331
2026-05-24,S047B-221,,,20,1,-4.06,11.516666666666667
2026-05-24,S047D-221,,,14,1,-5.32,6.55
2026-05-24,S048-203,,,28,2,-1.37,6.083333333333333
2026-05-24,S049A-203,,,19,2,-7.9,-1.0166666666666666
2026-05-24,S050A-221,,,12,1,-6.68,-1.15
2026-05-24,S050B-203,,,38,2,22.1,35.75
2026-05-24,S051-202,,,9,1,-1.46,1.6833333333333331
2026-05-24,S052A-202,,,11,1,0.81,1.3333333333333333
2026-05-24,S053-203,,,12,1,-16.92,-8.433333333333334
2026-05-24,S053B-202,,,12,1,0.45,0.5333333333333333
2026-05-24,S053F-203,,,11,1,0.24,1.4333333333333331
2026-05-24,S054A-202,,,12,1,-2.98,0.4333333333333333
2026-05-24,S056E-203,,,14,1,-4.91,-2.1166666666666667
2026-05-24,S058A-203,,,14,1,18.02,20.25
2026-05-24,S059B-203,,,11,1,3.73,4.183333333333334
2026-05-24,S060-203,,,9,1,-4.01,0.7
2026-05-24,S060K-202,,,12,1,-0.39,0.9333333333333332
2026-05-24,S061-203,,,14,1,-5.28,0.2333333333333333
2026-05-24,S061E-203,,,23,2,4.38,6.25
2026-05-24,S062A-203,,,13,1,2.28,4.616666666666666
2026-05-24,S062B-202,,,12,1,-0.25,0.9833333333333332
2026-05-24,S062C-203,,,11,1,-5.29,-0.8666666666666667
2026-05-24,S064-203,,,15,1,-11.71,4.55
2026-05-24,S070-203,,,12,1,-5.9,-0.1333333333333333
2026-05-24,S071-203,,,19,2,-1.64,1.9
2026-05-24,S072D-203,,,15,1,28.2,29.016666666666666
2026-05-24,S073B-203,,,13,1,1.04,2.316666666666667
2026-05-24,S073C-202,,,13,1,-0.41,1.8
2026-05-24,S074-203,,,15,1,-4.98,-2.283333333333333
2026-05-24,S076A-203,,,12,1,31.86,32.53333333333333
2026-05-24,S077B-203,,,10,1,4.69,6.8
2026-05-24,S078-203,,,14,1,8.28,10.333333333333334
2026-05-24,S079-203,,,8,1,-2.45,-1.45
2026-05-24,S080A-203,,,11,1,4.56,5.616666666666666
2026-05-24,S081-202,,,12,1,-5.41,-3.933333333333333
2026-05-24,S081A-202,,,11,1,-2.94,-0.0166666666666666
2026-05-24,S082A-202,,,12,1,-3.79,-0.2
2026-05-24,S083-202,,,11,1,0.07,0.3
2026-05-24,S084B-203,,,11,1,-4.2,1.4666666666666666
2026-05-24,S087-202,,,12,1,-2.15,-0.5166666666666667
2026-05-24,S090-217,,,15,1,-1.41,0.3833333333333333
2026-05-24,S091-217,,,13,1,-0.6,1.4
2026-05-24,S092-217,,,11,1,2.6,5.233333333333333
2026-05-24,S094-217,,,10,1,3.73,3.933333333333333
2026-05-24,S097-217,,,9,1,0.4,0.4666666666666667
2026-05-24,S400-205,,,9,1,-0.49,0.45
2026-05-24,S401-205,,,9,1,-1.91,0.3666666666666666
2026-05-24,S402-202,,,12,1,0.41,0.7
2026-05-24,S403-203,,,14,1,-11.5,2.9
2026-05-24,S404-203,,,14,1,-4.32,-3.433333333333333
2026-05-24,S405-203,,,11,1,0.65,2.95
2026-05-24,S406-203,,,10,1,-7.09,-0.1333333333333333
2026-05-24,S407-202,,,15,1,2.44,3.883333333333333
2026-05-24,S408-202,,,9,1,1.3,1.6666666666666667
2026-05-24,S409-202,,,12,1,7.81,10.283333333333331
2026-05-24,S410-205,,,13,1,8.22,8.65
2026-05-24,S411-202,,,13,1,-3.59,-0.9166666666666666
2026-05-24,S412-202,,,14,1,0.95,2.6333333333333333
2026-05-24,S413-202,,,29,2,0.47,6.25
2026-05-24,S414-202,,,13,1,-3.87,1.6833333333333331
2026-05-24,S415-205,,,16,1,-3.12,0.3333333333333333
2026-05-24,S416-205,,,13,1,-4.33,0.4166666666666667
2026-05-24,S417-202,,,21,2,1.48,3.033333333333333
2026-05-24,S419-202,,,13,1,8.87,12.016666666666667
2026-05-24,S420-221,,,10,1,1.57,2.716666666666667
2026-05-24,S421-221,,,9,1,-0.42,-0.0333333333333333
2026-05-24,S423-221,,,12,1,-6.24,-1.15
2026-05-24,S424-221,,,8,1,2.19,3.183333333333333
2026-05-24,S425-221,,,10,1,2.91,4.433333333333334
2026-05-24,S426-221,,,12,1,7.14,8.516666666666667
2026-05-24,S427-221,,,15,1,2.84,4.35
2026-05-24,S428-221,,,13,1,0.88,1.7
2026-05-24,S430-221,,,12,1,-5.34,-2.683333333333333
2026-05-24,S431-221,,,15,1,0.4,1.9833333333333332
2026-05-24,S433-221,,,12,1,4.58,5.0
2026-05-24,S434-221,,,21,2,3.89,5.6
2026-05-24,S435-221,,,11,1,-1.56,0.65
2026-05-24,S438-218,,,9,1,-1.68,0.3166666666666666
2026-05-24,S440-205,,,12,1,2.83,3.7
2026-05-24,S441-205,,,10,1,-1.4,0.35
2026-05-24,S442-205,,,12,1,-4.49,-0.5333333333333333
2026-05-24,S443-205,,,10,1,-4.15,0.5666666666666667
2026-05-24,S444-205,,,13,1,-3.27,1.4333333333333331
2026-05-24,S454-203,,,12,1,4.82,7.016666666666667
2026-05-24,S458-203,,,11,1,6.68,9.983333333333333
2026-05-24,S459-203,,,14,1,-3.54,-1.2833333333333334
2026-05-24,S460-202,,,13,1,-2.08,1.7833333333333334
2026-05-24,S461-203,,,16,1,-3.23,0.6166666666666667
2026-05-24,S462-203,,,13,1,3.71,4.433333333333334
2026-05-24,S463-203,,,12,1,2.61,2.95
2026-05-24,S469-203,,,14,1,-3.99,1.5333333333333334
2026-05-24,S501-202,,,17,2,-3.56,0.5666666666666667
2026-05-24,S505-202,,,10,1,0.01,1.7833333333333334
2026-05-24,S510-202,,,40,3,-7.22,0.35
2026-05-24,S511-202,,,9,1,-0.51,0.1
2026-05-24,S513-202,,,12,1,1.82,2.85
2026-05-24,S514-202,,,25,2,2.6,3.8
2026-05-24,S515-202,,,12,1,-1.79,-0.0666666666666666
2026-05-24,S516-202,,,16,1,-2.76,-1.9166666666666667
2026-05-24,S519-202,,,9,1,-2.15,-0.5833333333333334
2026-05-24,S520-202,,,14,1,-0.32,0.3833333333333333
2026-05-24,S521-202,,,14,1,-3.64,0.25
2026-05-24,S522G-221,,,16,1,-9.8,-4.2
2026-05-24,S522N-202,,,12,1,-3.89,-1.2333333333333334
2026-05-24,S523-202,,,15,1,-12.81,-3.066666666666667
2026-05-24,S524-202,,,11,1,-1.15,1.45
2026-05-24,S525-202,,,12,1,0.62,0.9166666666666666
2026-05-24,S529-218,,,11,1,-2.95,0.2666666666666666
2026-05-24,S542-202,,,21,2,-2.11,0.3833333333333333
2026-05-24,S544-202,,,21,2,1.19,2.6666666666666665
2026-05-24,S545-202,,,9,1,3.5,4.3
2026-05-24,S546-202,,,10,1,0.44,0.8666666666666667
2026-05-24,S547-202,,,21,2,0.6,1.2
2026-05-24,S549-202,,,13,1,-7.93,-2.1666666666666665
2026-05-24,S550-202,,,9,1,-4.83,0.0666666666666666
2026-05-24,STH-201,STH,STH,5453,162,0.21,75.88333333333334
2026-05-24,TMK-202,TMK,TMK,1393,157,1.11,30.75
2026-05-24,WEST-201,WEST,WEST,4469,139,0.55,44.91666666666666
2026-05-24,WX1-207,WX1,WX1,2061,221,-2.81,20.25
2026-05-25,101-202,101,101,177,18,-3.62,9.233333333333333
2026-05-25,105-202,105,105,1008,114,-2.81,8.866666666666667
2026-05-25,106-202,106,106,318,37,-4.8,1.7833333333333334
2026-05-25,111-203,111,111,280,35,1.06,12.683333333333334
2026-05-25,112-203,112,112,490,63,-0.88,8.6
2026-05-25,114-203,114,114,322,41,-0.09,9.066666666666666
2026-05-25,116-203,116,116,212,30,-0.63,4.1
2026-05-25,11T-207,11T,11T,1046,102,-1.25,19.05
2026-05-25,11W-207,11W,11W,1091,103,-0.96,22.183333333333334
2026-05-25,12-207,12,12,1415,134,-1.85,17.75
2026-05-25,122-202,122,122,175,21,-0.61,5.733333333333333
2026-05-25,123-202,123,123,236,30,-0.47,8.2
2026-05-25,125-202,125,125,476,44,-0.49,40.266666666666666
2026-05-25,126-203,126,126,283,30,3.11,24.566666666666663
2026-05-25,128-202,128,128,315,30,9.12,40.333333333333336
2026-05-25,13-203,13,13,1196,116,-1.54,16.533333333333335
2026-05-25,135-203,135,135,778,101,-1.07,18.2
2026-05-25,14-202,14,14,1158,129,-2.16,18.883333333333333
2026-05-25,143-203,143,143,413,57,-0.95,10.083333333333334
2026-05-25,145-203,145,145,614,70,-0.24,25.48333333333333
2026-05-25,147-203,147,147,602,69,2.07,63.36666666666667
2026-05-25,148-203,148,148,99,14,-0.24,1.7333333333333334
2026-05-25,149-203,149,149,713,81,-1.9,18.6
2026-05-25,152-203,152,152,543,61,-1.12,22.3
2026-05-25,154-203,154,154,652,71,-0.36,25.05
2026-05-25,161-203,161,161,241,34,-2.62,10.516666666666667
2026-05-25,162-202,162,162,650,74,0.03,14.516666666666667
2026-05-25,170-203,170,170,245,33,-0.0,51.86666666666667
2026-05-25,171-203,171,171,200,19,-2.32,8.733333333333333
2026-05-25,172-203,172,172,532,67,0.52,18.716666666666665
2026-05-25,18-202,18,18,1901,208,-2.72,13.633333333333333
2026-05-25,186-203,186,186,252,32,0.69,7.566666666666666
2026-05-25,191-203,191,191,284,32,0.14,16.833333333333332
2026-05-25,195-203,195,195,892,73,-0.8,18.2
2026-05-25,20-202,20,20,964,127,-1.88,12.533333333333331
2026-05-25,209-203,209,209,181,14,-1.64,15.383333333333333
2026-05-25,22N-202,22N,22N,1026,105,-4.5,8.216666666666667
2026-05-25,22R-202,22R,22R,1002,99,-3.93,10.166666666666666
2026-05-25,24B-202,24B,24B,1263,125,-3.1,82.81666666666666
2026-05-25,24R-202,24R,24R,1103,112,-2.35,10.083333333333334
2026-05-25,252-202,252,252,78,7,-1.76,3.75
2026-05-25,253-202,253,253,84,8,0.49,7.416666666666667
2026-05-25,25B-202,25B,25B,1593,176,-1.79,12.866666666666667
2026-05-25,25L-202,25L,25L,1628,177,-1.39,13.9
2026-05-25,27H-202,27H,27H,1056,109,-2.27,15.816666666666666
2026-05-25,27T-202,27T,27T,81,9,-5.97,5.966666666666667
2026-05-25,27W-202,27W,27W,1044,110,-1.84,67.21666666666667
2026-05-25,295-202,295,295,780,83,-3.64,10.316666666666666
2026-05-25,298-221,298,298,729,81,-0.24,11.833333333333334
2026-05-25,30-202,30,30,1380,152,-3.04,11.766666666666667
2026-05-25,309-203,309,309,1149,90,-5.58,17.183333333333334
2026-05-25,309X-203,309X,309X,42,4,-5.49,4.633333333333334
2026-05-25,31-203,31,31,1217,124,-1.61,17.983333333333334
2026-05-25,311-203,311,311,450,48,-8.33,4.933333333333334
2026-05-25,313-203,313,313,518,61,-2.07,10.75
2026-05-25,314-203,314,314,519,68,0.89,14.1
2026-05-25,32-203,32,32,1107,122,-0.81,21.683333333333334
2026-05-25,321-202,321,321,721,58,-2.69,15.683333333333334
2026-05-25,323-221,323,323,721,85,-0.55,9.6
2026-05-25,324-203,324,324,316,40,-0.32,22.15
2026-05-25,325-203,325,325,1162,105,-1.62,15.2
2026-05-25,326-203,326,326,570,75,-7.31,3.633333333333333
2026-05-25,33-203,33,33,1658,144,-0.72,21.15
2026-05-25,35-205,35,35,1085,123,-0.74,56.93333333333333
2026-05-25,351-205,351,351,573,63,-2.08,16.1
2026-05-25,352-205,352,352,531,52,-2.95,11.583333333333334
2026-05-25,353-205,353,353,559,68,-1.77,24.566666666666663
2026-05-25,355-205,355,355,784,86,-1.08,16.516666666666666
2026-05-25,36-203,36,36,1185,116,-1.28,26.75
2026-05-25,362-203,362,362,701,82,1.07,12.066666666666666
2026-05-25,363-203,363,363,295,36,0.08,5.35
2026-05-25,364-203,364,364,641,73,-1.88,8.083333333333334
2026-05-25,365-203,365,365,885,86,-0.3,11.916666666666666
2026-05-25,366-203,366,366,800,90,-1.11,11.066666666666666
2026-05-25,37-203,37,37,1271,131,-0.47,10.766666666666667
2026-05-25,372-203,372,372,349,42,-0.5,9.516666666666667
2026-05-25,373-203,373,373,267,32,-0.04,9.85
2026-05-25,376-203,376,376,395,40,3.35,17.3
2026-05-25,377-203,377,377,383,41,-4.7,28.266666666666666
2026-05-25,378-203,378,378,244,27,-0.5,7.233333333333333
2026-05-25,379-203,379,379,375,41,-3.22,12.333333333333334
2026-05-25,38-203,38,38,1301,136,0.01,21.08333333333333
2026-05-25,39-203,39,39,1277,122,0.52,39.68333333333333
2026-05-25,391-203,391,391,364,50,-0.59,5.533333333333333
2026-05-25,392-203,392,392,433,52,1.48,10.4
2026-05-25,393-203,393,393,371,49,0.68,6.783333333333333
2026-05-25,394-203,394,394,285,35,-2.3,7.316666666666666
2026-05-25,395-203,395,395,61,6,-0.54,6.466666666666667
2026-05-25,396-203,396,396,188,16,0.3,13.983333333333333
2026-05-25,501-217,501,501,296,40,2.46,7.033333333333333
2026-05-25,502-217,502,502,569,64,0.8,11.0
2026-05-25,50A-217,50A,50A,558,67,-1.58,7.5
2026-05-25,50B-217,50B,50B,390,49,-2.07,7.066666666666666
2026-05-25,64-202,64,64,1368,171,-2.0,11.983333333333333
2026-05-25,65-202,65,65,1472,147,-0.84,25.716666666666665
2026-05-25,66-203,66,66,1274,130,-1.88,12.033333333333331
2026-05-25,67A-202,67A,67A,1116,103,-2.31,14.683333333333334
2026-05-25,67B-202,67B,67B,400,39,-0.12,19.3
2026-05-25,68-202,68,68,1042,117,-4.03,30.466666666666665
2026-05-25,70-205,70,70,2590,223,-2.18,17.35
2026-05-25,711-221,711,711,378,43,1.42,17.916666666666668
2026-05-25,712-221,712,712,441,42,-0.88,9.233333333333333
2026-05-25,72C-205,72C,72C,692,77,2.26,23.03333333333333
2026-05-25,72M-205,72M,72M,595,61,0.61,12.083333333333334
2026-05-25,72X-205,72X,72X,396,34,-1.73,15.0
2026-05-25,733-221,733,733,364,45,0.3,11.516666666666667
2026-05-25,734-221,734,734,363,49,-0.16,9.416666666666666
2026-05-25,735-221,735,735,426,52,-1.3,8.5
2026-05-25,738-221,738,738,371,48,-1.88,1.9
2026-05-25,739-221,739,739,294,29,1.04,10.883333333333333
2026-05-25,74-221,74,74,1249,130,-2.15,9.25
2026-05-25,744-221,744,744,568,66,-0.54,13.2
2026-05-25,747-221,747,747,598,79,-0.14,26.15
2026-05-25,75-202,75,75,1787,168,-2.44,17.383333333333333
2026-05-25,751-202,751,751,320,41,0.61,13.816666666666666
2026-05-25,755-202,755,755,576,66,-1.31,17.75
2026-05-25,76-202,76,76,1244,145,-0.89,26.666666666666668
2026-05-25,774-202,774,774,208,25,0.79,15.683333333333334
2026-05-25,775-202,775,775,265,30,1.74,20.516666666666666
2026-05-25,781-202,781,781,529,59,-2.09,68.45
2026-05-25,782-221,782,782,442,43,-2.19,11.15
2026-05-25,783-221,783,783,268,30,-0.71,10.4
2026-05-25,801-202,801,801,614,71,-0.15,26.716666666666665
2026-05-25,802-202,802,802,114,11,4.18,25.433333333333334
2026-05-25,805-202,805,805,107,13,-2.99,12.0
2026-05-25,806-202,806,806,264,38,1.63,9.8
2026-05-25,807-202,807,807,261,38,3.92,18.916666666666668
2026-05-25,814-202,814,814,813,96,2.87,58.8
2026-05-25,82-202,82,82,1121,135,-0.3,16.783333333333335
2026-05-25,83-203,83,83,1512,143,1.56,20.28333333333333
